epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2433.16,1.07856,0.74894,1.19565,0.91263,0.87245,0.93795,0.62712,1.27734,0.7546,1.28399,0.000290413,0.000290413,0.000290413
25,2531.74,1.07566,0.74196,1.18411,0.91027,0.87245,0.93681,0.6357,1.26277,0.74955,1.28338,0.000289572,0.000289572,0.000289572
26,2635.08,1.10113,0.76202,1.20726,0.90266,0.87245,0.93458,0.62453,1.29862,0.74453,1.29535,0.000288696,0.000288696,0.000288696
27,2744.98,1.07085,0.73841,1.17449,0.89992,0.86735,0.93502,0.63096,1.27469,0.74786,1.27977,0.000287787,0.000287787,0.000287787
28,2854.1,1.10089,0.76715,1.21015,0.90282,0.86224,0.93361,0.63321,1.25722,0.74865,1.26989,0.000286843,0.000286843,0.000286843
29,2959.86,1.10841,0.76055,1.20073,0.91323,0.85913,0.93591,0.64516,1.20108,0.74179,1.25105,0.000285867,0.000285867,0.000285867
30,3067.36,1.08193,0.7586,1.19239,0.91821,0.8648,0.93913,0.63888,1.23848,0.74389,1.27165,0.000284857,0.000284857,0.000284857
31,3169.01,1.09471,0.75924,1.2034,0.91376,0.86493,0.93899,0.6381,1.24761,0.73988,1.27473,0.000283814,0.000283814,0.000283814
32,3288.63,1.09526,0.76007,1.2098,0.91309,0.85761,0.93866,0.64051,1.21903,0.73043,1.26309,0.000282739,0.000282739,0.000282739
33,3398.37,1.08955,0.7532,1.20235,0.90619,0.86253,0.93985,0.63779,1.2157,0.74058,1.25894,0.000281632,0.000281632,0.000281632
34,3507.44,1.07695,0.75405,1.19888,0.90605,0.86109,0.93655,0.63902,1.22177,0.7434,1.25798,0.000280492,0.000280492,0.000280492
35,3614.6,1.07662,0.75145,1.18763,0.90428,0.85714,0.93515,0.63931,1.23326,0.74931,1.26126,0.00027932,0.00027932,0.00027932
36,3726.39,1.08888,0.74599,1.19338,0.90356,0.86039,0.93379,0.63434,1.23959,0.74607,1.26313,0.000278117,0.000278117,0.000278117
37,3840.29,1.04563,0.71315,1.17722,0.89867,0.875,0.93502,0.63918,1.24203,0.75055,1.25824,0.000276883,0.000276883,0.000276883
38,3950.32,1.10518,0.7732,1.21583,0.90199,0.875,0.93713,0.62512,1.28103,0.76316,1.27535,0.000275617,0.000275617,0.000275617
39,4067.43,1.07028,0.74019,1.17946,0.89422,0.87245,0.93661,0.62711,1.28737,0.76427,1.28111,0.000274321,0.000274321,0.000274321
40,4176.88,1.08013,0.73637,1.17961,0.89894,0.86735,0.93697,0.62964,1.27977,0.75872,1.27949,0.000272995,0.000272995,0.000272995
41,4284.91,1.08027,0.73866,1.19584,0.90857,0.86191,0.93724,0.63439,1.25225,0.75506,1.27234,0.000271639,0.000271639,0.000271639
42,4394.03,1.118,0.76352,1.22137,0.91343,0.86131,0.93722,0.64599,1.20419,0.73123,1.25782,0.000270253,0.000270253,0.000270253
43,4530.96,1.0849,0.76939,1.20712,0.90692,0.86991,0.93628,0.63304,1.25538,0.74672,1.27358,0.000268838,0.000268838,0.000268838
44,4632.96,1.06519,0.80537,1.18327,0.91469,0.87528,0.93476,0.62813,1.27195,0.75045,1.27108,0.000267394,0.000267394,0.000267394
45,4740.61,1.06727,0.73672,1.19074,0.9072,0.87288,0.93266,0.64722,1.21021,0.7323,1.25677,0.000265921,0.000265921,0.000265921
46,4844.05,1.11299,0.76606,1.2047,0.90631,0.86371,0.93255,0.63653,1.2494,0.7415,1.27141,0.00026442,0.00026442,0.00026442
47,4948.53,1.07662,0.7424,1.18886,0.92172,0.85714,0.93501,0.63859,1.23819,0.7405,1.27002,0.000262891,0.000262891,0.000262891
48,5055.89,1.08625,0.74475,1.19112,0.92458,0.84694,0.93693,0.64421,1.21071,0.73443,1.25995,0.000261335,0.000261335,0.000261335
49,5158.95,1.05366,0.73749,1.18192,0.9239,0.83163,0.93678,0.64281,1.21788,0.74434,1.26149,0.000259752,0.000259752,0.000259752
50,5258.9,1.07888,0.74388,1.19193,0.90545,0.85499,0.93586,0.64874,1.19359,0.74028,1.25833,0.000258142,0.000258142,0.000258142
51,5361.21,1.07352,0.74025,1.1903,0.90775,0.85347,0.93359,0.64681,1.20288,0.73941,1.26851,0.000256505,0.000256505,0.000256505
52,5461.47,1.06592,0.73748,1.18761,0.90973,0.85459,0.9352,0.63806,1.24006,0.74351,1.27208,0.000254843,0.000254843,0.000254843
53,5561.05,1.05128,0.73387,1.18571,0.90469,0.85714,0.93346,0.63964,1.23895,0.74424,1.27442,0.000253155,0.000253155,0.000253155
54,5661.45,1.08626,0.75112,1.19161,0.89804,0.85969,0.93353,0.63738,1.26481,0.75296,1.28971,0.000251442,0.000251442,0.000251442
55,5766.37,1.06918,0.73905,1.18216,0.90095,0.85854,0.93454,0.64509,1.23595,0.7457,1.27679,0.000249705,0.000249705,0.000249705
56,5867.47,1.0863,0.75653,1.20182,0.88995,0.8699,0.93589,0.64129,1.22218,0.74023,1.26333,0.000247943,0.000247943,0.000247943
57,5971.87,1.08709,0.74845,1.20291,0.90634,0.85714,0.93646,0.64824,1.19641,0.74488,1.25353,0.000246157,0.000246157,0.000246157
58,6074.47,1.04741,0.74466,1.19503,0.90134,0.86232,0.94156,0.63317,1.26461,0.76047,1.28216,0.000244349,0.000244349,0.000244349
59,6176.43,1.08402,0.73596,1.19018,0.89978,0.86224,0.93358,0.63337,1.27292,0.75197,1.28505,0.000242517,0.000242517,0.000242517
60,6279.4,1.06196,0.73713,1.18754,0.90429,0.86224,0.93571,0.64493,1.22017,0.75117,1.26679,0.000240662,0.000240662,0.000240662
61,6388.48,1.06398,0.74767,1.17309,0.90306,0.8648,0.93856,0.63068,1.2588,0.7567,1.27618,0.000238786,0.000238786,0.000238786
62,6492.54,1.03722,0.72926,1.17224,0.9094,0.85969,0.93922,0.64202,1.22809,0.75518,1.26234,0.000236888,0.000236888,0.000236888
63,6592.19,1.05069,0.73955,1.17695,0.90941,0.84506,0.94116,0.64712,1.21123,0.74917,1.26388,0.000234969,0.000234969,0.000234969
64,6690.79,1.05723,0.74045,1.19702,0.90659,0.85204,0.93912,0.63312,1.25655,0.76629,1.28418,0.00023303,0.00023303,0.00023303
65,6797.07,1.08795,0.75505,1.19626,0.9025,0.8501,0.93619,0.62749,1.295,0.75439,1.29795,0.00023107,0.00023107,0.00023107
66,6896.46,1.05715,0.72819,1.17263,0.89721,0.8648,0.9395,0.63987,1.25384,0.75209,1.28667,0.000229091,0.000229091,0.000229091
67,6995.52,1.0564,0.74503,1.18501,0.90573,0.85459,0.93978,0.63721,1.24743,0.74479,1.27823,0.000227093,0.000227093,0.000227093
68,7095.09,1.03961,0.72769,1.1682,0.91304,0.85708,0.93907,0.64072,1.22747,0.73849,1.2685,0.000225076,0.000225076,0.000225076
69,7195.66,1.04855,0.7309,1.1853,0.90769,0.85287,0.93938,0.64817,1.19281,0.73084,1.25919,0.00022304,0.00022304,0.00022304
70,7297.37,1.06255,0.74641,1.19126,0.90814,0.85743,0.94067,0.64183,1.22201,0.73831,1.26603,0.000220988,0.000220988,0.000220988
71,7405.98,1.06097,0.72971,1.17803,0.90476,0.8648,0.94022,0.6439,1.20473,0.74174,1.25471,0.000218918,0.000218918,0.000218918
72,7514.03,1.06795,0.75696,1.2019,0.90236,0.85969,0.94137,0.64666,1.20514,0.73932,1.25795,0.000216831,0.000216831,0.000216831
73,7615.78,1.03996,0.72675,1.17115,0.91557,0.85758,0.94051,0.63608,1.25501,0.7496,1.2785,0.000214728,0.000214728,0.000214728
74,7725.51,1.05162,0.7386,1.18582,0.9174,0.85,0.93934,0.63263,1.24325,0.7472,1.27076,0.00021261,0.00021261,0.00021261
75,7829.97,1.0472,0.72026,1.18389,0.9035,0.87245,0.94209,0.64219,1.21599,0.74311,1.26087,0.000210476,0.000210476,0.000210476
76,7936.26,1.02055,0.72333,1.1715,0.91329,0.86735,0.93998,0.64016,1.22213,0.74596,1.27071,0.000208328,0.000208328,0.000208328
77,9027.5,1.01968,0.71271,1.16842,0.91263,0.85969,0.93685,0.634,1.25066,0.74344,1.27858,0.000206166,0.000206166,0.000206166
78,9146.92,1.03803,0.70972,1.16797,0.91953,0.84949,0.93663,0.64853,1.20283,0.73146,1.25532,0.000203991,0.000203991,0.000203991
79,9250.62,1.04652,0.72795,1.18713,0.90918,0.86832,0.93711,0.65225,1.18576,0.72949,1.24624,0.000201803,0.000201803,0.000201803
80,9352.35,1.04349,0.7325,1.1796,0.90974,0.85969,0.93728,0.64137,1.22018,0.73369,1.25968,0.000199602,0.000199602,0.000199602
81,9463.82,1.04401,0.7348,1.18494,0.90373,0.86224,0.93798,0.63888,1.21923,0.72787,1.2621,0.000197389,0.000197389,0.000197389
82,9571.03,1.05809,0.74062,1.1872,0.90894,0.85459,0.93723,0.63745,1.23659,0.73757,1.26984,0.000195165,0.000195165,0.000195165
83,9676.49,1.01923,0.70857,1.15739,0.90791,0.85516,0.93548,0.6415,1.23465,0.73908,1.27555,0.00019293,0.00019293,0.00019293
84,9780.31,1.0889,0.7495,1.19819,0.91285,0.85204,0.93809,0.64813,1.20093,0.72662,1.26027,0.000190685,0.000190685,0.000190685
85,9887.98,1.10928,0.74588,1.20806,0.91097,0.85459,0.94123,0.64271,1.21125,0.71875,1.25998,0.00018843,0.00018843,0.00018843
86,10000.2,1.07748,0.74179,1.2071,0.90511,0.85166,0.93937,0.64468,1.20574,0.72435,1.25431,0.000186167,0.000186167,0.000186167
87,10113.8,1.08582,0.73713,1.19908,0.90844,0.85204,0.93488,0.64393,1.22644,0.72726,1.2675,0.000183894,0.000183894,0.000183894
88,10216.9,1.07217,0.73456,1.19208,0.90863,0.85714,0.93657,0.6486,1.21009,0.72829,1.26596,0.000181614,0.000181614,0.000181614
89,10323.1,1.08962,0.74755,1.20427,0.91528,0.85436,0.93731,0.64524,1.21485,0.73324,1.25945,0.000179326,0.000179326,0.000179326
90,10434.5,1.09555,0.76038,1.21714,0.90841,0.84949,0.93722,0.6462,1.21513,0.73371,1.25557,0.000177031,0.000177031,0.000177031
91,10547.7,1.07731,0.74687,1.20613,0.90277,0.8527,0.93599,0.6405,1.23564,0.73297,1.26752,0.000174731,0.000174731,0.000174731
92,10653.6,1.0959,0.76279,1.20273,0.90277,0.85204,0.93564,0.64171,1.22586,0.73108,1.26346,0.000172424,0.000172424,0.000172424
93,10757.2,1.1089,0.76804,1.21601,0.91464,0.84742,0.9367,0.6534,1.18783,0.71994,1.2493,0.000170112,0.000170112,0.000170112
94,10858.6,1.103,0.74299,1.20034,0.92128,0.83929,0.93681,0.65071,1.20724,0.72466,1.25506,0.000167796,0.000167796,0.000167796
95,10970.5,1.0812,0.7287,1.18824,0.91686,0.83673,0.93613,0.63045,1.27321,0.73797,1.2777,0.000165475,0.000165475,0.000165475
96,11081.7,1.07949,0.74916,1.19723,0.91388,0.83923,0.9363,0.63703,1.25324,0.73903,1.2726,0.000163151,0.000163151,0.000163151
97,11192.7,1.07603,0.74427,1.19439,0.91257,0.84694,0.93549,0.64846,1.21515,0.73077,1.25939,0.000160824,0.000160824,0.000160824
98,11307.2,1.10609,0.76392,1.20551,0.91304,0.84949,0.93607,0.65198,1.19361,0.72689,1.25316,0.000158495,0.000158495,0.000158495
99,11418.5,1.10436,0.76943,1.21612,0.91051,0.85656,0.93859,0.64835,1.2093,0.72413,1.26384,0.000156164,0.000156164,0.000156164
100,11524.9,1.10793,0.74913,1.19517,0.90684,0.85969,0.93888,0.64789,1.21413,0.72521,1.26545,0.000153833,0.000153833,0.000153833
101,11634.9,1.06592,0.73305,1.1904,0.90901,0.8699,0.93965,0.65439,1.19067,0.73633,1.26031,0.0001515,0.0001515,0.0001515
102,11747.7,1.09437,0.7527,1.1985,0.90865,0.8648,0.93726,0.648,1.22289,0.73256,1.2711,0.000149167,0.000149167,0.000149167
103,11857.2,1.06061,0.74303,1.19644,0.90624,0.8648,0.93584,0.63535,1.24814,0.73734,1.27602,0.000146836,0.000146836,0.000146836
104,12008.9,1.12829,0.77039,1.20849,0.89999,0.86735,0.93853,0.6463,1.19638,0.72188,1.25821,0.000144505,0.000144505,0.000144505
105,12110.4,1.06546,0.73624,1.18285,0.89549,0.8648,0.93947,0.64949,1.17921,0.7274,1.24883,0.000142176,0.000142176,0.000142176
106,12225.2,1.07913,0.74299,1.19404,0.89415,0.8699,0.9367,0.64924,1.18975,0.73296,1.25008,0.000139849,0.000139849,0.000139849
107,12368,1.07279,0.73611,1.19098,0.88673,0.87245,0.93715,0.64817,1.18531,0.73325,1.25134,0.000137525,0.000137525,0.000137525
108,12476.1,1.09605,0.77221,1.21447,0.90972,0.85459,0.93699,0.64775,1.19652,0.73609,1.25289,0.000135204,0.000135204,0.000135204
109,12591.6,1.08162,0.74023,1.18767,0.9009,0.85808,0.9375,0.65037,1.19042,0.73539,1.24739,0.000132888,0.000132888,0.000132888
110,12696.9,1.08477,0.73762,1.19031,0.89756,0.8699,0.93933,0.65337,1.17345,0.73471,1.23844,0.000130576,0.000130576,0.000130576
111,12802.5,1.06007,0.73165,1.18958,0.90393,0.86415,0.93758,0.64897,1.19049,0.73348,1.24514,0.000128269,0.000128269,0.000128269
112,12907.2,1.0944,0.76917,1.21068,0.90826,0.85867,0.93357,0.64316,1.19618,0.73578,1.24883,0.000125969,0.000125969,0.000125969
113,13025.3,1.08079,0.74145,1.19798,0.90655,0.85969,0.93382,0.64197,1.20085,0.73971,1.25199,0.000123674,0.000123674,0.000123674
114,13134.8,1.07245,0.74294,1.1929,0.90432,0.8648,0.93562,0.64747,1.18697,0.73665,1.24742,0.000121386,0.000121386,0.000121386
115,13245.7,1.08519,0.74497,1.19925,0.9099,0.84949,0.93624,0.64915,1.18111,0.7396,1.24887,0.000119106,0.000119106,0.000119106
116,13351.6,1.10538,0.75998,1.2056,0.89262,0.86945,0.93755,0.63973,1.22129,0.74266,1.26162,0.000116833,0.000116833,0.000116833
117,13460.2,1.08136,0.74135,1.19178,0.90114,0.86037,0.93757,0.63863,1.21364,0.74761,1.25493,0.00011457,0.00011457,0.00011457
118,13571.5,1.07814,0.74302,1.19096,0.917,0.85714,0.93758,0.64561,1.19635,0.7398,1.25217,0.000112315,0.000112315,0.000112315
119,13681.5,1.07035,0.74451,1.1903,0.90566,0.86224,0.93836,0.65139,1.17399,0.72843,1.24671,0.00011007,0.00011007,0.00011007
120,13784.3,1.09525,0.76059,1.21151,0.9095,0.8648,0.93897,0.64558,1.20162,0.74043,1.25826,0.000107835,0.000107835,0.000107835
121,13884.6,1.09442,0.73611,1.20335,0.90821,0.85824,0.93595,0.64248,1.22554,0.74688,1.26931,0.000105611,0.000105611,0.000105611
122,13984.9,1.07743,0.72908,1.18967,0.91045,0.8648,0.9375,0.64192,1.23045,0.74833,1.27191,0.000103398,0.000103398,0.000103398
123,14088.5,1.08757,0.75349,1.18767,0.9042,0.86224,0.93739,0.64219,1.22748,0.75009,1.26434,0.000101197,0.000101197,0.000101197
124,14193.4,1.08357,0.74492,1.19684,0.90382,0.86302,0.93815,0.64643,1.19902,0.7453,1.25293,9.9009e-05,9.9009e-05,9.9009e-05
125,14306.4,1.09197,0.74772,1.21467,0.89465,0.86655,0.93798,0.64164,1.22098,0.75592,1.26256,9.68335e-05,9.68335e-05,9.68335e-05
126,14409.2,1.08824,0.758,1.2143,0.90334,0.85969,0.93712,0.63585,1.24631,0.75975,1.27387,9.46715e-05,9.46715e-05,9.46715e-05
127,14510,1.07215,0.74148,1.19257,0.92497,0.84917,0.9372,0.63537,1.25268,0.75714,1.27677,9.25235e-05,9.25235e-05,9.25235e-05
128,14609.1,1.06668,0.74541,1.1924,0.90863,0.86224,0.93901,0.6388,1.23113,0.7591,1.26895,9.03901e-05,9.03901e-05,9.03901e-05
129,14708.6,1.06445,0.73857,1.19283,0.90365,0.86128,0.93793,0.64592,1.20282,0.74827,1.25408,8.82718e-05,8.82718e-05,8.82718e-05
130,14813.4,1.0703,0.74071,1.18549,0.91816,0.85856,0.93811,0.64786,1.18746,0.74892,1.25066,8.6169e-05,8.6169e-05,8.6169e-05
131,14923.5,1.06105,0.73377,1.19477,0.92854,0.84184,0.93992,0.64426,1.19558,0.74771,1.2524,8.40824e-05,8.40824e-05,8.40824e-05
132,15024.6,1.09076,0.73371,1.19202,0.91997,0.85459,0.94278,0.64154,1.22117,0.74314,1.26171,8.20124e-05,8.20124e-05,8.20124e-05
133,15124.6,1.09786,0.76263,1.22442,0.89542,0.8699,0.94139,0.64705,1.20585,0.74448,1.25704,7.99596e-05,7.99596e-05,7.99596e-05
134,15224.4,1.0717,0.73452,1.1885,0.91856,0.86224,0.94083,0.64957,1.19226,0.7369,1.25027,7.79244e-05,7.79244e-05,7.79244e-05
135,15323.3,1.08476,0.7555,1.20578,0.91239,0.8699,0.94074,0.64681,1.20317,0.74102,1.25011,7.59073e-05,7.59073e-05,7.59073e-05
136,15422.7,1.08028,0.75389,1.20364,0.91299,0.85659,0.93972,0.64483,1.20337,0.74088,1.25205,7.3909e-05,7.3909e-05,7.3909e-05
137,15521.3,1.09074,0.75349,1.20718,0.91265,0.85296,0.93894,0.64622,1.20421,0.74471,1.25521,7.19297e-05,7.19297e-05,7.19297e-05
138,15621.3,1.09578,0.77035,1.20746,0.91061,0.85758,0.93967,0.64703,1.20594,0.74403,1.26055,6.99701e-05,6.99701e-05,6.99701e-05
139,15719.6,1.07942,0.75385,1.19789,0.91066,0.85811,0.93995,0.64701,1.19876,0.74118,1.26016,6.80306e-05,6.80306e-05,6.80306e-05
140,15817.2,1.06349,0.7254,1.17951,0.91825,0.85957,0.93856,0.63902,1.22197,0.74319,1.26443,6.61117e-05,6.61117e-05,6.61117e-05
141,15915.1,1.0917,0.75291,1.19143,0.91305,0.85723,0.93902,0.64097,1.21506,0.74144,1.26085,6.42139e-05,6.42139e-05,6.42139e-05
142,16013.5,1.0864,0.75175,1.20195,0.92206,0.85204,0.93949,0.645,1.2047,0.73606,1.25702,6.23376e-05,6.23376e-05,6.23376e-05
143,16111.6,1.05112,0.75597,1.18493,0.92039,0.85525,0.93881,0.64763,1.19208,0.73646,1.2538,6.04833e-05,6.04833e-05,6.04833e-05
144,16210.7,1.0536,0.72191,1.1684,0.91796,0.85204,0.93797,0.64444,1.20207,0.7369,1.25691,5.86515e-05,5.86515e-05,5.86515e-05
145,16308.6,1.07691,0.73093,1.18743,0.9119,0.85204,0.93776,0.64013,1.2139,0.74034,1.25912,5.68425e-05,5.68425e-05,5.68425e-05
146,16407.4,1.09171,0.7638,1.19658,0.91305,0.85722,0.93642,0.64278,1.19014,0.74316,1.25082,5.5057e-05,5.5057e-05,5.5057e-05
147,16506,1.06748,0.72027,1.17989,0.91267,0.85204,0.93694,0.64748,1.17261,0.74273,1.24574,5.32952e-05,5.32952e-05,5.32952e-05
148,16604.9,1.07675,0.75356,1.20186,0.91525,0.85398,0.93779,0.6544,1.16886,0.73792,1.24712,5.15576e-05,5.15576e-05,5.15576e-05
149,16703.5,1.07928,0.75313,1.20101,0.90823,0.85844,0.93591,0.65283,1.17341,0.74316,1.25006,4.98448e-05,4.98448e-05,4.98448e-05
150,16802.6,1.08628,0.76433,1.20378,0.90815,0.85714,0.93746,0.64347,1.18877,0.74221,1.25467,4.81569e-05,4.81569e-05,4.81569e-05
151,16900.5,1.07823,0.75351,1.1977,0.91053,0.85969,0.93663,0.64142,1.21356,0.74147,1.26237,4.64946e-05,4.64946e-05,4.64946e-05
152,16999.3,1.08233,0.73318,1.17687,0.91028,0.85414,0.93498,0.64359,1.19473,0.74677,1.25655,4.48582e-05,4.48582e-05,4.48582e-05
153,17097.9,1.05229,0.72629,1.17498,0.90937,0.86224,0.93794,0.65106,1.18459,0.74655,1.25485,4.32482e-05,4.32482e-05,4.32482e-05
154,17196.5,1.04814,0.73055,1.17207,0.91043,0.86224,0.93834,0.64849,1.19255,0.74044,1.25694,4.16648e-05,4.16648e-05,4.16648e-05
155,17294.9,1.0812,0.74573,1.20154,0.90898,0.85714,0.93852,0.64761,1.17883,0.73821,1.25093,4.01085e-05,4.01085e-05,4.01085e-05
156,17393.6,1.05795,0.72817,1.18308,0.91616,0.85969,0.94097,0.64556,1.20518,0.74052,1.25812,3.85797e-05,3.85797e-05,3.85797e-05
157,17492.8,1.08563,0.73673,1.19418,0.90438,0.8648,0.94072,0.64578,1.19079,0.74301,1.25651,3.70788e-05,3.70788e-05,3.70788e-05
158,17591.9,1.07576,0.74157,1.18599,0.91825,0.85964,0.93751,0.65117,1.18317,0.73345,1.25473,3.56061e-05,3.56061e-05,3.56061e-05
159,17690.5,1.10534,0.7507,1.19395,0.90974,0.85969,0.93767,0.64623,1.1884,0.7346,1.25707,3.4162e-05,3.4162e-05,3.4162e-05
160,17789,1.0823,0.74999,1.20831,0.91552,0.85699,0.93774,0.64445,1.20307,0.73998,1.26087,3.27468e-05,3.27468e-05,3.27468e-05
161,17887.3,1.10547,0.7643,1.21428,0.91536,0.85526,0.93986,0.64352,1.20041,0.74082,1.25725,3.1361e-05,3.1361e-05,3.1361e-05
162,17985.7,1.06497,0.73057,1.1932,0.91528,0.85439,0.93993,0.6467,1.1914,0.74267,1.25356,3.00048e-05,3.00048e-05,3.00048e-05
163,18083.6,1.08144,0.74523,1.20887,0.8967,0.86366,0.93923,0.65676,1.15517,0.73646,1.2417,2.86785e-05,2.86785e-05,2.86785e-05
164,18182.9,1.08548,0.74076,1.19528,0.91797,0.85969,0.93993,0.65507,1.15926,0.734,1.24204,2.73826e-05,2.73826e-05,2.73826e-05
165,18281.5,1.0855,0.7925,1.20528,0.91279,0.85714,0.94073,0.65121,1.16158,0.72976,1.24248,2.61173e-05,2.61173e-05,2.61173e-05
166,18380,1.07308,0.73678,1.19993,0.90585,0.85904,0.94087,0.65062,1.17137,0.73153,1.24757,2.48829e-05,2.48829e-05,2.48829e-05
167,18478.7,1.05234,0.72529,1.18008,0.9135,0.85714,0.94142,0.64799,1.17761,0.73376,1.24919,2.36798e-05,2.36798e-05,2.36798e-05
168,18577.9,1.08913,0.74417,1.20017,0.90675,0.85714,0.94154,0.64854,1.18742,0.73332,1.25116,2.25082e-05,2.25082e-05,2.25082e-05
169,18676.7,1.0784,0.7407,1.19105,0.91343,0.85714,0.93972,0.64777,1.18299,0.73554,1.25128,2.13685e-05,2.13685e-05,2.13685e-05
170,18775.4,1.07426,0.74967,1.19236,0.91546,0.85633,0.94015,0.64911,1.1826,0.73706,1.25146,2.02608e-05,2.02608e-05,2.02608e-05
171,18873.5,1.05172,0.72233,1.18069,0.91071,0.85861,0.94035,0.64888,1.17712,0.73947,1.24779,1.91855e-05,1.91855e-05,1.91855e-05
172,18971.9,1.088,0.74375,1.19396,0.90169,0.86576,0.94079,0.64301,1.20326,0.73992,1.25495,1.81429e-05,1.81429e-05,1.81429e-05
173,19070.3,1.07072,0.75105,1.19785,0.89904,0.86735,0.94095,0.6513,1.18489,0.73629,1.24892,1.71332e-05,1.71332e-05,1.71332e-05
174,19169.2,1.06356,0.72206,1.17436,0.90094,0.85714,0.94024,0.64665,1.19927,0.73907,1.2517,1.61566e-05,1.61566e-05,1.61566e-05
175,19267.4,1.05163,0.71806,1.17306,0.90111,0.86012,0.94041,0.64755,1.18836,0.74297,1.24893,1.52134e-05,1.52134e-05,1.52134e-05
176,19366.2,1.06414,0.72537,1.18689,0.89898,0.86265,0.9402,0.65012,1.1848,0.74155,1.25008,1.43039e-05,1.43039e-05,1.43039e-05
177,19465,1.04759,0.72816,1.18165,0.89703,0.87245,0.94065,0.64942,1.18242,0.74423,1.24912,1.34282e-05,1.34282e-05,1.34282e-05
178,19563.2,1.10908,0.76724,1.2102,0.90709,0.85969,0.94072,0.64664,1.18867,0.74282,1.25092,1.25866e-05,1.25866e-05,1.25866e-05
179,19661.8,1.08877,0.76684,1.20474,0.90267,0.86224,0.94059,0.64619,1.19132,0.73966,1.25441,1.17792e-05,1.17792e-05,1.17792e-05
