epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,6718.75,1.22654,0.86764,1.28588,0.88843,0.83673,0.9178,0.56637,1.42735,0.83825,1.40079,0.00776766,0.00776766,0.00776766
65,6827.36,1.24457,0.89868,1.27519,0.85391,0.89286,0.92148,0.57454,1.42974,0.92635,1.38253,0.00770234,0.00770234,0.00770234
66,6934.94,1.21839,0.86315,1.25458,0.86962,0.86773,0.91016,0.54865,1.43226,0.98978,1.38691,0.00763637,0.00763637,0.00763637
67,7041.43,1.20001,0.86273,1.27378,0.85962,0.84356,0.91452,0.55298,1.45432,0.87035,1.4549,0.00756976,0.00756976,0.00756976
68,7148.01,1.21608,0.85056,1.26292,0.87766,0.83929,0.92144,0.58601,1.473,0.865,1.43658,0.00750252,0.00750252,0.00750252
69,7255.56,1.21956,0.86108,1.28192,0.87033,0.89286,0.92126,0.52801,1.58791,0.9149,1.44727,0.00743468,0.00743468,0.00743468
70,7355.42,1.24844,0.89029,1.28852,0.9055,0.83163,0.9283,0.54725,1.45269,0.8906,1.41824,0.00736625,0.00736625,0.00736625
71,7455.86,1.21559,0.86055,1.26325,0.87684,0.84184,0.90114,0.51688,1.50008,1.02164,1.40933,0.00729725,0.00729725,0.00729725
72,7560.17,1.22433,0.88108,1.28216,0.87343,0.83673,0.90666,0.50104,1.70798,0.9824,1.59187,0.0072277,0.0072277,0.0072277
73,7668.21,1.19233,0.8355,1.25202,0.88335,0.83069,0.91423,0.58153,1.4047,0.8718,1.39095,0.00715761,0.00715761,0.00715761
74,7770.76,1.20892,0.85894,1.26788,0.84586,0.86795,0.90916,0.60271,1.30519,0.9175,1.34632,0.007087,0.007087,0.007087
75,7876.47,1.22332,0.84384,1.27538,0.87832,0.81122,0.90192,0.55134,1.508,1.08345,1.49344,0.00701588,0.00701588,0.00701588
76,7979.03,1.18836,0.83916,1.26429,0.91244,0.85969,0.91287,0.59037,1.34483,0.89025,1.3413,0.00694428,0.00694428,0.00694428
77,8083.97,1.17064,0.83078,1.24791,0.88653,0.83418,0.92343,0.5768,1.35891,0.96697,1.37573,0.00687222,0.00687222,0.00687222
78,8190.71,1.20233,0.82991,1.25369,0.87967,0.85969,0.91795,0.60248,1.29272,0.86811,1.37023,0.0067997,0.0067997,0.0067997
79,8297.83,1.19288,0.83539,1.26636,0.88984,0.85204,0.93052,0.58452,1.41638,0.85618,1.37988,0.00672675,0.00672675,0.00672675
80,8403.98,1.2076,0.85471,1.27177,0.85818,0.86446,0.9142,0.61153,1.25147,0.84124,1.31622,0.00665339,0.00665339,0.00665339
81,8512.9,1.21151,0.86882,1.28259,0.89261,0.86938,0.92717,0.6186,1.23637,0.7995,1.31196,0.00657963,0.00657963,0.00657963
82,8634.19,1.22648,0.86786,1.278,0.89983,0.87245,0.92978,0.60512,1.36262,0.89705,1.3869,0.0065055,0.0065055,0.0065055
83,8740.6,1.18416,0.82957,1.23991,0.82988,0.85714,0.89568,0.55271,1.53639,0.95481,1.45218,0.00643101,0.00643101,0.00643101
84,8847.23,1.21929,0.8547,1.26627,0.88708,0.88181,0.92629,0.63482,1.20789,0.79674,1.31116,0.00635617,0.00635617,0.00635617
85,8964.49,1.19883,0.83584,1.25884,0.87478,0.8852,0.9307,0.62671,1.22602,0.84277,1.30975,0.00628101,0.00628101,0.00628101
86,9077.7,1.17224,0.81829,1.25936,0.88589,0.88776,0.92642,0.60304,1.26341,0.83307,1.31219,0.00620555,0.00620555,0.00620555
87,9185.41,1.20347,0.82606,1.27029,0.83453,0.84439,0.90638,0.5784,1.38353,1.05686,1.37933,0.00612981,0.00612981,0.00612981
88,9292.9,1.16469,0.81863,1.24005,0.9192,0.83418,0.92149,0.61145,1.22578,0.93485,1.29183,0.0060538,0.0060538,0.0060538
89,9402.65,1.17092,0.81039,1.24687,0.88871,0.84439,0.91988,0.62125,1.29079,0.82849,1.3624,0.00597754,0.00597754,0.00597754
90,9512.61,1.17889,0.82403,1.2626,0.88977,0.875,0.93133,0.58702,1.33739,0.78447,1.35539,0.00590105,0.00590105,0.00590105
91,9619.58,1.16599,0.81951,1.25733,0.90284,0.84439,0.9207,0.57576,1.47784,0.87459,1.46874,0.00582435,0.00582435,0.00582435
92,9726.62,1.18319,0.82896,1.24284,0.88275,0.8699,0.92741,0.60896,1.26722,0.83687,1.28654,0.00574746,0.00574746,0.00574746
93,9839.41,1.19832,0.85364,1.25567,0.85868,0.89031,0.90995,0.60634,1.27068,0.82561,1.29712,0.0056704,0.0056704,0.0056704
94,9950.7,1.20034,0.82935,1.25299,0.90245,0.86224,0.92185,0.62149,1.23645,0.90412,1.3208,0.00559318,0.00559318,0.00559318
95,10056.3,1.15667,0.79294,1.22988,0.89517,0.87245,0.92758,0.58716,1.40169,0.81961,1.37707,0.00551584,0.00551584,0.00551584
96,10161.2,1.1622,0.81309,1.2459,0.88442,0.87846,0.92716,0.60346,1.25867,0.83112,1.32021,0.00543837,0.00543837,0.00543837
97,10269.9,1.16573,0.81304,1.24809,0.9072,0.84791,0.93006,0.60188,1.25,0.83133,1.30036,0.00536081,0.00536081,0.00536081
98,10373.9,1.18792,0.83033,1.24682,0.89655,0.86226,0.92889,0.58656,1.42223,0.84538,1.409,0.00528318,0.00528318,0.00528318
99,10480.5,1.19421,0.83202,1.2612,0.88513,0.86489,0.92918,0.60633,1.3698,0.87071,1.38505,0.00520548,0.00520548,0.00520548
100,10586.8,1.1848,0.79952,1.23408,0.8826,0.84949,0.9171,0.60539,1.32096,0.90735,1.35512,0.00512775,0.00512775,0.00512775
101,10689.1,1.1325,0.78616,1.22367,0.88139,0.87755,0.92795,0.59942,1.36324,0.84272,1.38073,0.00505,0.00505,0.00505
102,10789.7,1.17047,0.8035,1.24186,0.8863,0.8801,0.92011,0.57483,1.3255,0.80736,1.34675,0.00497225,0.00497225,0.00497225
103,10891.5,1.11665,0.78786,1.22949,0.89827,0.85969,0.9305,0.60503,1.28534,0.78548,1.33645,0.00489452,0.00489452,0.00489452
104,10993.2,1.18537,0.8194,1.23444,0.89065,0.8727,0.92597,0.62708,1.19096,0.81777,1.26754,0.00481682,0.00481682,0.00481682
105,11094.2,1.14743,0.7997,1.21334,0.90795,0.83038,0.9095,0.60724,1.23487,0.85309,1.29771,0.00473919,0.00473919,0.00473919
106,11195.9,1.14086,0.79684,1.22048,0.90145,0.86339,0.93246,0.63016,1.26143,0.82661,1.31985,0.00466163,0.00466163,0.00466163
107,11297.1,1.13833,0.77867,1.21389,0.8895,0.8699,0.93425,0.60331,1.26622,0.81436,1.30631,0.00458416,0.00458416,0.00458416
108,11398,1.16486,0.8162,1.24669,0.87691,0.8801,0.93453,0.59273,1.35148,0.83189,1.33643,0.00450682,0.00450682,0.00450682
109,11498.8,1.12724,0.78597,1.2044,0.87696,0.89093,0.92391,0.59128,1.41846,0.83988,1.38469,0.0044296,0.0044296,0.0044296
110,11599.6,1.14859,0.77846,1.22074,0.92321,0.85873,0.93571,0.60746,1.31754,0.76687,1.33602,0.00435254,0.00435254,0.00435254
111,11700.9,1.12561,0.771,1.21444,0.92006,0.8514,0.93332,0.596,1.35434,0.79899,1.3498,0.00427565,0.00427565,0.00427565
112,11801.9,1.15912,0.80018,1.24496,0.91003,0.87245,0.93168,0.60104,1.4556,0.80216,1.38292,0.00419895,0.00419895,0.00419895
113,11902.4,1.13459,0.77537,1.23073,0.9009,0.85714,0.93092,0.57629,1.47921,0.82121,1.40809,0.00412246,0.00412246,0.00412246
114,12003.3,1.13251,0.77934,1.21931,0.86613,0.87475,0.92934,0.62342,1.27179,0.84087,1.32247,0.0040462,0.0040462,0.0040462
