epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,3036.39,1.48411,1.14336,1.41754,0.87056,0.75255,0.83697,0.41024,1.93492,1.27274,1.7439,0.00820525,0.00820525,0.00820525
30,3135.79,1.45398,1.15105,1.41157,0.70894,0.63379,0.70238,0.29882,2.2332,1.65075,2.0432,0.00808389,0.00808389,0.00808389
31,3235.14,1.47358,1.17487,1.4226,0.83256,0.75,0.83632,0.4446,1.51986,1.35716,1.52105,0.00795954,0.00795954,0.00795954
32,3334.28,1.47345,1.14668,1.43989,0.84708,0.79337,0.86082,0.46532,1.51656,1.24207,1.51276,0.00783231,0.00783231,0.00783231
33,3433.12,1.44958,1.12776,1.41352,0.83465,0.70823,0.80125,0.39894,1.77631,1.33352,1.65679,0.00770234,0.00770234,0.00770234
34,3532.43,1.45059,1.11648,1.40863,0.8115,0.82143,0.86302,0.42839,1.66851,1.20331,1.53427,0.00756976,0.00756976,0.00756976
35,3631.77,1.43168,1.0978,1.38402,0.85096,0.82143,0.89519,0.50049,1.45344,1.07497,1.43424,0.00743468,0.00743468,0.00743468
36,3731.18,1.45224,1.10802,1.39506,0.77567,0.70663,0.80337,0.44743,1.61594,1.57832,1.5556,0.00729725,0.00729725,0.00729725
37,3830.53,1.39007,1.06955,1.3596,0.7966,0.7893,0.83807,0.48787,1.47634,1.29662,1.45442,0.00715761,0.00715761,0.00715761
38,3929.56,1.45646,1.12166,1.41454,0.82136,0.80357,0.86598,0.48951,1.42489,1.21031,1.4147,0.00701588,0.00701588,0.00701588
39,4028.57,1.46654,1.08605,1.38972,0.79801,0.77605,0.86075,0.50086,1.4155,1.17016,1.42587,0.00687222,0.00687222,0.00687222
40,4128.08,1.43551,1.07657,1.37215,0.80946,0.69361,0.76988,0.31362,2.17317,1.5367,1.99769,0.00672675,0.00672675,0.00672675
41,4227.04,1.40548,1.06994,1.3859,0.87662,0.76125,0.86497,0.44926,1.6598,1.25375,1.55879,0.00657963,0.00657963,0.00657963
42,4326.27,1.43297,1.12199,1.39388,0.82799,0.7859,0.86031,0.45628,1.69061,1.2118,1.56717,0.00643101,0.00643101,0.00643101
43,4426.1,1.397,1.08598,1.3768,0.82865,0.83163,0.87096,0.47931,1.52908,1.34189,1.47888,0.00628101,0.00628101,0.00628101
44,4525.05,1.35962,1.20417,1.35109,0.88104,0.8124,0.8803,0.4897,1.64343,1.12583,1.54437,0.00612981,0.00612981,0.00612981
45,4623.93,1.3816,1.04727,1.35715,0.79112,0.82398,0.84908,0.44951,1.55935,1.51228,1.48874,0.00597754,0.00597754,0.00597754
46,4722.9,1.41269,1.06816,1.36894,0.87297,0.82396,0.89133,0.49782,1.52509,1.07136,1.51616,0.00582435,0.00582435,0.00582435
47,4821.73,1.37974,1.04554,1.35166,0.8234,0.84439,0.88921,0.55611,1.39021,1.03476,1.44233,0.0056704,0.0056704,0.0056704
48,4920.69,1.37191,1.03272,1.34073,0.77869,0.80357,0.85546,0.5118,1.35535,1.17831,1.38154,0.00551584,0.00551584,0.00551584
49,5019.28,1.34019,1.01441,1.33614,0.84966,0.80867,0.87825,0.53153,1.40124,1.04334,1.4289,0.00536081,0.00536081,0.00536081
50,5118.59,1.3644,1.0131,1.34636,0.8409,0.84949,0.89731,0.497,1.53545,1.12458,1.46431,0.00520548,0.00520548,0.00520548
51,5217.34,1.34309,0.99725,1.33173,0.81931,0.84438,0.89034,0.55006,1.37174,1.12117,1.40303,0.00505,0.00505,0.00505
52,5316.05,1.34049,0.98195,1.32778,0.86314,0.84184,0.90495,0.53088,1.42338,0.97479,1.43733,0.00489452,0.00489452,0.00489452
53,5414.77,1.31998,0.98888,1.3239,0.88342,0.79257,0.89503,0.5354,1.58154,0.98031,1.55839,0.00473919,0.00473919,0.00473919
54,5513.99,1.35179,1.00474,1.34026,0.83964,0.88158,0.90051,0.49723,1.54435,1.06153,1.45547,0.00458416,0.00458416,0.00458416
55,5612.78,1.31349,0.98024,1.31488,0.88479,0.85714,0.91725,0.52287,1.5432,0.98989,1.45977,0.0044296,0.0044296,0.0044296
56,5711.72,1.33758,0.98349,1.32685,0.85868,0.86801,0.90777,0.47864,1.64969,1.00453,1.49442,0.00427565,0.00427565,0.00427565
57,5810.9,1.35415,0.99827,1.33751,0.87781,0.80637,0.90294,0.54402,1.4136,0.95848,1.38966,0.00412246,0.00412246,0.00412246
58,5909.74,1.30606,0.9863,1.32738,0.85091,0.85204,0.90046,0.50515,1.528,1.08048,1.44655,0.00397019,0.00397019,0.00397019
59,6010.35,1.32438,0.96196,1.30837,0.83293,0.86482,0.88769,0.49894,1.43216,0.94221,1.35332,0.00381899,0.00381899,0.00381899
60,6109.98,1.2891,0.94089,1.29562,0.8837,0.84439,0.91889,0.55857,1.34827,0.89471,1.33193,0.00366899,0.00366899,0.00366899
61,6211.25,1.30835,0.96641,1.28954,0.84292,0.8624,0.90489,0.45984,1.71157,1.03398,1.5212,0.00352037,0.00352037,0.00352037
62,6312.87,1.27303,0.92398,1.28787,0.86033,0.8648,0.92332,0.52991,1.42397,0.94383,1.4148,0.00337325,0.00337325,0.00337325
63,6413.17,1.28461,0.95443,1.29379,0.86848,0.85459,0.91442,0.54054,1.37873,1.00725,1.40078,0.00322778,0.00322778,0.00322778
64,6514.06,1.30375,0.95853,1.31575,0.87467,0.85969,0.90607,0.51737,1.56985,0.95256,1.44899,0.00308412,0.00308412,0.00308412
65,6613.94,1.29625,0.96438,1.30757,0.88433,0.83861,0.92178,0.52908,1.51905,0.92682,1.44712,0.00294239,0.00294239,0.00294239
66,6712.12,1.26839,0.9301,1.27423,0.86753,0.85204,0.91772,0.53454,1.50451,0.90838,1.41127,0.00280275,0.00280275,0.00280275
67,6811.13,1.26343,0.92993,1.28947,0.86892,0.87755,0.92126,0.56593,1.41899,0.86439,1.38034,0.00266532,0.00266532,0.00266532
68,6910.55,1.24329,0.90511,1.26432,0.88125,0.85459,0.91951,0.58131,1.30956,0.85217,1.3278,0.00253024,0.00253024,0.00253024
69,7011,1.24255,0.90966,1.27513,0.88319,0.86797,0.91554,0.59452,1.26381,0.84374,1.2984,0.00239766,0.00239766,0.00239766
70,7114.38,1.25369,0.91371,1.27222,0.86969,0.86827,0.91853,0.55526,1.45675,0.94509,1.38705,0.00226769,0.00226769,0.00226769
71,7218.39,1.24621,0.88063,1.25449,0.89318,0.85322,0.92817,0.58169,1.29613,0.90872,1.32015,0.00214046,0.00214046,0.00214046
72,7318.39,1.24268,0.91675,1.2811,0.89434,0.8801,0.93324,0.55749,1.48523,0.88016,1.39582,0.00201611,0.00201611,0.00201611
73,7422.03,1.22603,0.8781,1.24954,0.89409,0.86142,0.92203,0.58249,1.34361,0.88819,1.32797,0.00189475,0.00189475,0.00189475
74,7523.9,1.23084,0.89822,1.26288,0.86577,0.89541,0.92904,0.56607,1.39209,0.85482,1.33447,0.00177651,0.00177651,0.00177651
75,7626.05,1.22674,0.88059,1.25628,0.89878,0.86224,0.92083,0.55374,1.38786,0.87502,1.33837,0.00166149,0.00166149,0.00166149
76,7730.2,1.22207,0.87871,1.25571,0.88444,0.87858,0.9251,0.60483,1.19613,0.85108,1.29805,0.00154982,0.00154982,0.00154982
77,7830.61,1.21912,0.86031,1.25586,0.88117,0.87245,0.92869,0.59177,1.32415,0.82657,1.29318,0.00144161,0.00144161,0.00144161
78,7930.28,1.21408,0.85273,1.24629,0.87542,0.89633,0.92943,0.56495,1.33616,0.83214,1.29689,0.00133695,0.00133695,0.00133695
79,8029.65,1.22158,0.86556,1.26217,0.89038,0.87024,0.93183,0.5819,1.3668,0.83493,1.32598,0.00123596,0.00123596,0.00123596
80,8128.87,1.21876,0.88399,1.25588,0.8693,0.89796,0.92987,0.55594,1.44617,0.83892,1.34734,0.00113873,0.00113873,0.00113873
81,8227.9,1.22379,0.89167,1.27062,0.85526,0.90442,0.92989,0.57341,1.32742,0.79691,1.29412,0.00104537,0.00104537,0.00104537
82,8326.96,1.22289,0.87679,1.25772,0.85283,0.90306,0.92726,0.59521,1.33698,0.81002,1.3204,0.000955951,0.000955951,0.000955951
83,8426.19,1.14901,0.82482,1.20413,0.88538,0.8852,0.93782,0.56752,1.35908,0.80358,1.30302,0.000870577,0.000870577,0.000870577
84,8524.69,1.19338,0.85448,1.23624,0.88572,0.88265,0.93885,0.60632,1.26816,0.7933,1.2767,0.000789327,0.000789327,0.000789327
85,8623.8,1.19882,0.84097,1.24067,0.88535,0.89796,0.93917,0.61423,1.23422,0.77581,1.26735,0.000712282,0.000712282,0.000712282
86,8722.47,1.17356,0.83546,1.23845,0.86985,0.90365,0.93794,0.59969,1.2875,0.78678,1.2777,0.000639518,0.000639518,0.000639518
87,8822.09,1.1698,0.84499,1.22729,0.88516,0.8699,0.93158,0.60043,1.30558,0.79455,1.29661,0.000571106,0.000571106,0.000571106
88,8920.69,1.15114,0.82775,1.21379,0.87511,0.89376,0.93339,0.60094,1.30145,0.78817,1.28189,0.000507115,0.000507115,0.000507115
89,9020.11,1.1782,0.84132,1.22308,0.86576,0.90485,0.93934,0.62192,1.24382,0.76121,1.26177,0.000447606,0.000447606,0.000447606
90,9119.14,1.18159,0.84319,1.23744,0.86917,0.89031,0.94044,0.60503,1.30565,0.76897,1.27934,0.00039264,0.00039264,0.00039264
91,9216.26,0.98684,0.69185,1.11595,0.89837,0.85691,0.9349,0.62192,1.26325,0.78778,1.26894,0.00034227,0.00034227,0.00034227
92,9312.53,0.97843,0.67288,1.1146,0.90104,0.8594,0.93002,0.61232,1.26555,0.78597,1.27135,0.000296546,0.000296546,0.000296546
93,9408.92,0.95536,0.64746,1.10185,0.90366,0.86139,0.9329,0.60569,1.2857,0.77812,1.2706,0.000255513,0.000255513,0.000255513
94,9505.21,0.96534,0.67753,1.11282,0.87943,0.87454,0.93431,0.6348,1.22288,0.76192,1.25598,0.000219212,0.000219212,0.000219212
95,9601.6,0.94351,0.63228,1.09004,0.87637,0.88606,0.93797,0.59681,1.32227,0.77857,1.29312,0.000187678,0.000187678,0.000187678
96,9698.23,0.95046,0.63189,1.08886,0.88365,0.89126,0.93773,0.60104,1.31239,0.77247,1.28643,0.000160943,0.000160943,0.000160943
97,9794.63,0.93572,0.62503,1.07943,0.88798,0.88978,0.94251,0.61673,1.24962,0.75497,1.25806,0.000139032,0.000139032,0.000139032
98,9890.87,0.91383,0.64627,1.06233,0.89439,0.88574,0.94347,0.61579,1.26157,0.75799,1.26391,0.000121968,0.000121968,0.000121968
99,9987.81,0.92823,0.6252,1.09159,0.89613,0.88776,0.94155,0.62392,1.23343,0.74945,1.25399,0.000109768,0.000109768,0.000109768
100,10084.4,0.92909,0.62572,1.08928,0.89673,0.88608,0.94109,0.62897,1.22076,0.74488,1.24619,0.000102443,0.000102443,0.000102443
