epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,5011.93,1.24998,0.90212,1.2895,0.84639,0.85969,0.90329,0.55318,1.54084,0.98233,1.48022,0.00505,0.00505,0.00505
52,5109.37,1.24731,0.89314,1.28855,0.8497,0.82653,0.89927,0.53357,1.45584,1.05891,1.43242,0.00489452,0.00489452,0.00489452
53,5206.72,1.23439,0.90402,1.28231,0.84259,0.83673,0.89748,0.56248,1.49744,1.01902,1.45352,0.00473919,0.00473919,0.00473919
54,5304.53,1.26294,0.93331,1.29894,0.85737,0.84342,0.89945,0.48505,1.67467,1.1995,1.54811,0.00458416,0.00458416,0.00458416
55,5402.51,1.23368,0.88975,1.27559,0.87483,0.86224,0.91123,0.56709,1.39169,0.96553,1.37146,0.0044296,0.0044296,0.0044296
56,5500.61,1.25167,0.89443,1.28646,0.85778,0.85714,0.90264,0.53287,1.61889,1.00017,1.48773,0.00427565,0.00427565,0.00427565
57,5598.62,1.26389,0.91671,1.29433,0.85373,0.85204,0.89462,0.5647,1.45633,0.93366,1.41015,0.00412246,0.00412246,0.00412246
58,5696.44,1.21977,0.89834,1.27744,0.85719,0.84439,0.91299,0.55852,1.41774,0.92424,1.36737,0.00397019,0.00397019,0.00397019
59,5794.04,1.23688,0.86955,1.26456,0.8583,0.87245,0.9051,0.55477,1.32863,0.87509,1.33651,0.00381899,0.00381899,0.00381899
60,5891.86,1.20991,0.8675,1.25801,0.88184,0.8699,0.9276,0.58486,1.33044,0.81896,1.31007,0.00366899,0.00366899,0.00366899
61,5989.73,1.23093,0.87556,1.24792,0.87323,0.87864,0.92695,0.55525,1.47224,0.84827,1.39276,0.00352037,0.00352037,0.00352037
62,6087.88,1.1936,0.83609,1.25187,0.8749,0.85969,0.92678,0.60129,1.28899,0.87724,1.3259,0.00337325,0.00337325,0.00337325
63,6185.64,1.19552,0.85735,1.25021,0.88289,0.8699,0.92869,0.57949,1.37273,0.88164,1.34958,0.00322778,0.00322778,0.00322778
64,6283.29,1.20504,0.85441,1.27099,0.8783,0.88373,0.9227,0.57506,1.38742,0.81281,1.35427,0.00308412,0.00308412,0.00308412
65,6380.93,1.21696,0.87705,1.2625,0.88634,0.8699,0.92159,0.55086,1.41907,0.81859,1.38655,0.00294239,0.00294239,0.00294239
66,6478.86,1.19069,0.84276,1.23409,0.89363,0.85204,0.92319,0.55234,1.50895,0.88664,1.42657,0.00280275,0.00280275,0.00280275
67,6576.62,1.19469,0.85782,1.25468,0.88112,0.8699,0.91695,0.60544,1.28106,0.83833,1.31237,0.00266532,0.00266532,0.00266532
68,6674.62,1.16931,0.8349,1.22483,0.8911,0.87245,0.92685,0.60382,1.28195,0.84829,1.31834,0.00253024,0.00253024,0.00253024
69,6772.65,1.17632,0.83331,1.24272,0.89315,0.8743,0.92644,0.6066,1.26991,0.80837,1.31114,0.00239766,0.00239766,0.00239766
70,6871.21,1.17091,0.83176,1.23358,0.8989,0.86187,0.92446,0.58405,1.42598,0.82796,1.36754,0.00226769,0.00226769,0.00226769
71,6969.06,1.16735,0.80526,1.22428,0.87704,0.88776,0.93184,0.60849,1.25054,0.80251,1.28131,0.00214046,0.00214046,0.00214046
72,7066.86,1.16713,0.84694,1.24574,0.89699,0.86631,0.92986,0.56649,1.48725,0.81714,1.4011,0.00201611,0.00201611,0.00201611
73,7165.07,1.15457,0.8125,1.21844,0.88997,0.86658,0.92305,0.58013,1.43513,0.81841,1.38576,0.00189475,0.00189475,0.00189475
74,7262.85,1.1678,0.82323,1.23867,0.89864,0.8699,0.92455,0.60185,1.36266,0.8097,1.34393,0.00177651,0.00177651,0.00177651
75,7361.1,1.16449,0.81103,1.23189,0.89963,0.86889,0.91993,0.56346,1.50214,0.83769,1.42417,0.00166149,0.00166149,0.00166149
76,7458.71,1.13635,0.8135,1.21689,0.9015,0.87755,0.9292,0.60974,1.26336,0.77791,1.30228,0.00154982,0.00154982,0.00154982
77,7556.66,1.13537,0.79918,1.21701,0.89819,0.8777,0.93489,0.63611,1.25266,0.75727,1.27772,0.00144161,0.00144161,0.00144161
78,7654.64,1.13965,0.78704,1.21146,0.88414,0.8852,0.93155,0.60712,1.32298,0.77669,1.31235,0.00133695,0.00133695,0.00133695
79,7752.78,1.15633,0.79167,1.23153,0.89618,0.88078,0.92987,0.61638,1.30107,0.74977,1.30598,0.00123596,0.00123596,0.00123596
80,7850.91,1.14926,0.80947,1.22229,0.89529,0.87248,0.93287,0.57037,1.47474,0.78112,1.37071,0.00113873,0.00113873,0.00113873
81,7948.97,1.17126,0.82198,1.25187,0.88421,0.90051,0.93274,0.60923,1.29034,0.76901,1.27581,0.00104537,0.00104537,0.00104537
82,8047.24,1.15503,0.81262,1.2276,0.8717,0.90561,0.93289,0.60777,1.38619,0.78358,1.33811,0.000955951,0.000955951,0.000955951
83,8145.14,1.08936,0.76649,1.17789,0.88531,0.90816,0.93692,0.5955,1.38256,0.7844,1.32006,0.000870577,0.000870577,0.000870577
84,8243.12,1.14,0.79702,1.21074,0.88228,0.89864,0.93351,0.61407,1.29109,0.75886,1.28198,0.000789327,0.000789327,0.000789327
85,8341.29,1.13676,0.7854,1.21033,0.91266,0.87969,0.93864,0.61597,1.28821,0.75683,1.29599,0.000712282,0.000712282,0.000712282
86,8439.15,1.10068,0.77405,1.20871,0.88625,0.90306,0.93504,0.63617,1.23487,0.74522,1.25723,0.000639518,0.000639518,0.000639518
87,8537.39,1.11423,0.77775,1.20338,0.89959,0.89134,0.93414,0.60917,1.36131,0.77229,1.31758,0.000571106,0.000571106,0.000571106
88,8635.73,1.09878,0.76734,1.1922,0.90852,0.88776,0.93664,0.62784,1.31149,0.76197,1.29597,0.000507115,0.000507115,0.000507115
89,8733.88,1.10299,0.7755,1.19474,0.91193,0.88776,0.93805,0.64477,1.25058,0.73899,1.27884,0.000447606,0.000447606,0.000447606
90,8831.54,1.12423,0.78596,1.21525,0.90635,0.88881,0.93852,0.63019,1.30073,0.73455,1.2954,0.00039264,0.00039264,0.00039264
91,8927.35,0.93118,0.63115,1.09337,0.90603,0.8855,0.93843,0.63669,1.24501,0.75538,1.27387,0.00034227,0.00034227,0.00034227
92,9023.04,0.92241,0.62471,1.08826,0.90786,0.8797,0.93682,0.61762,1.29537,0.77013,1.28768,0.000296546,0.000296546,0.000296546
93,9118.85,0.89545,0.59389,1.07426,0.90397,0.88856,0.93843,0.61735,1.30826,0.76403,1.29009,0.000255513,0.000255513,0.000255513
94,9214.31,0.91169,0.62713,1.09025,0.9079,0.89031,0.93959,0.64596,1.21081,0.73784,1.26039,0.000219212,0.000219212,0.000219212
95,9309.95,0.88861,0.58255,1.06605,0.90228,0.89031,0.93877,0.62217,1.2865,0.75191,1.28488,0.000187678,0.000187678,0.000187678
96,9405.17,0.89969,0.58167,1.06565,0.90185,0.89072,0.9397,0.60359,1.33394,0.76416,1.30391,0.000160943,0.000160943,0.000160943
97,9500.7,0.89125,0.57654,1.06035,0.90831,0.88452,0.94145,0.62276,1.28127,0.75032,1.28155,0.000139032,0.000139032,0.000139032
98,9596.56,0.86624,0.60827,1.04213,0.91329,0.88667,0.94047,0.63006,1.26582,0.7441,1.27485,0.000121968,0.000121968,0.000121968
99,9692.09,0.87835,0.57334,1.06964,0.90851,0.88667,0.94117,0.63056,1.25995,0.74238,1.274,0.000109768,0.000109768,0.000109768
100,9787.97,0.8761,0.57932,1.06629,0.90482,0.89796,0.94028,0.62733,1.26538,0.74258,1.27336,0.000102443,0.000102443,0.000102443
