epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,2708.57,1.27151,0.90402,1.28972,0.84216,0.81378,0.8755,0.46751,1.6329,1.33948,1.46832,0.00843851,0.00843851,0.00843851
28,2807.71,1.29973,0.9357,1.31632,0.78449,0.81378,0.87764,0.57863,1.29552,1.34502,1.36168,0.00832349,0.00832349,0.00832349
29,2910,1.31124,0.93181,1.31241,0.8542,0.84949,0.90116,0.5163,1.63108,0.96572,1.48945,0.00820525,0.00820525,0.00820525
30,3010.55,1.26647,0.93391,1.29896,0.88418,0.81792,0.88974,0.50341,1.5645,1.0495,1.54168,0.00808389,0.00808389,0.00808389
31,3111.31,1.28586,0.94267,1.30944,0.87345,0.82752,0.90209,0.54465,1.43403,1.01155,1.42674,0.00795954,0.00795954,0.00795954
32,3211.54,1.27793,0.92264,1.3103,0.82072,0.85969,0.90068,0.51153,1.54578,1.05765,1.46837,0.00783231,0.00783231,0.00783231
33,3312.52,1.27465,0.90828,1.30159,0.82469,0.85204,0.88945,0.53056,1.49948,0.96836,1.44513,0.00770234,0.00770234,0.00770234
34,3412.05,1.28118,0.91887,1.30572,0.86262,0.85459,0.90456,0.56576,1.3751,0.9679,1.39562,0.00756976,0.00756976,0.00756976
35,3511.04,1.27125,0.91107,1.28931,0.84888,0.85981,0.90076,0.53068,1.37107,1.15086,1.41816,0.00743468,0.00743468,0.00743468
36,3609.25,1.27838,0.90004,1.29031,0.86639,0.88265,0.91354,0.55361,1.50596,0.9915,1.43765,0.00729725,0.00729725,0.00729725
37,3709.26,1.20421,0.85464,1.25996,0.861,0.86907,0.90726,0.46692,1.71365,1.02196,1.51716,0.00715761,0.00715761,0.00715761
38,3808.88,1.27418,0.92672,1.30851,0.85913,0.809,0.87381,0.4911,1.66915,1.08212,1.57382,0.00701588,0.00701588,0.00701588
39,3908.56,1.23888,0.89385,1.26309,0.84672,0.85714,0.89585,0.56844,1.36062,0.90247,1.38592,0.00687222,0.00687222,0.00687222
40,4009.65,1.24425,0.88492,1.26369,0.83762,0.86853,0.908,0.55599,1.3858,0.92645,1.40063,0.00672675,0.00672675,0.00672675
41,4108.88,1.23024,0.8747,1.28299,0.85074,0.84949,0.8983,0.50812,1.69828,1.00484,1.5769,0.00657963,0.00657963,0.00657963
42,4206.31,1.2916,0.91909,1.30919,0.81594,0.87245,0.90096,0.51744,1.52943,0.98138,1.40836,0.00643101,0.00643101,0.00643101
43,4305.59,1.23618,0.90374,1.28838,0.86604,0.87406,0.91899,0.55192,1.40866,0.92506,1.35427,0.00628101,0.00628101,0.00628101
44,4404.29,1.21216,0.94658,1.26343,0.86429,0.84949,0.91268,0.56535,1.49218,0.97471,1.41513,0.00612981,0.00612981,0.00612981
45,4502.22,1.2075,0.85983,1.26137,0.88083,0.8862,0.91447,0.55445,1.46232,0.87744,1.38524,0.00597754,0.00597754,0.00597754
46,4599.96,1.24765,0.89286,1.28247,0.88184,0.85673,0.91373,0.58411,1.3187,0.98423,1.3649,0.00582435,0.00582435,0.00582435
47,4697.7,1.22496,0.87628,1.26909,0.86621,0.86224,0.91716,0.57049,1.43597,0.91779,1.39881,0.0056704,0.0056704,0.0056704
48,4796.04,1.22506,0.86508,1.26703,0.85713,0.87755,0.90909,0.58971,1.33918,0.87082,1.34982,0.00551584,0.00551584,0.00551584
49,4893.78,1.19715,0.85298,1.25586,0.87405,0.86735,0.92474,0.59275,1.32987,0.92264,1.35934,0.00536081,0.00536081,0.00536081
50,4992.46,1.21833,0.85866,1.26386,0.88445,0.86735,0.93114,0.58374,1.49184,0.86173,1.44693,0.00520548,0.00520548,0.00520548
51,5090.24,1.20857,0.84921,1.26099,0.86162,0.86735,0.92008,0.57522,1.43354,0.88981,1.41106,0.00505,0.00505,0.00505
52,5189.05,1.20397,0.8368,1.2551,0.86796,0.87199,0.92361,0.52399,1.56445,0.87622,1.4462,0.00489452,0.00489452,0.00489452
53,5287.71,1.1763,0.82782,1.24372,0.87492,0.88776,0.93277,0.59987,1.32151,0.77872,1.35769,0.00473919,0.00473919,0.00473919
54,5386.76,1.20047,0.85045,1.24868,0.86963,0.89031,0.92992,0.61289,1.24389,0.84716,1.31973,0.00458416,0.00458416,0.00458416
55,5486.04,1.18907,0.83002,1.24687,0.87821,0.87245,0.92501,0.58518,1.37733,0.87891,1.36835,0.0044296,0.0044296,0.0044296
56,5585.64,1.20486,0.85518,1.25955,0.85477,0.85969,0.90683,0.55696,1.54682,0.92064,1.48874,0.00427565,0.00427565,0.00427565
57,5684.65,1.20485,0.85092,1.26364,0.842,0.90051,0.92245,0.59094,1.3459,0.89458,1.34782,0.00412246,0.00412246,0.00412246
58,5783.56,1.15745,0.82407,1.24248,0.86721,0.84949,0.92284,0.57582,1.42447,0.89221,1.36868,0.00397019,0.00397019,0.00397019
59,5882.29,1.19872,0.81854,1.24072,0.87749,0.875,0.93184,0.5923,1.27096,0.79272,1.32432,0.00381899,0.00381899,0.00381899
60,5980.83,1.17282,0.82017,1.24505,0.9125,0.85135,0.9298,0.56791,1.4247,0.80651,1.36762,0.00366899,0.00366899,0.00366899
61,6079.38,1.16815,0.82208,1.22183,0.92423,0.85714,0.93391,0.5965,1.35316,0.7949,1.33577,0.00352037,0.00352037,0.00352037
62,6177.93,1.14134,0.80091,1.22813,0.88501,0.8699,0.93786,0.57894,1.41002,0.82463,1.3789,0.00337325,0.00337325,0.00337325
63,6277.59,1.15511,0.81301,1.22332,0.8944,0.88583,0.93234,0.5864,1.34681,0.84845,1.34052,0.00322778,0.00322778,0.00322778
64,6377.3,1.16769,0.81108,1.24975,0.89149,0.88029,0.93087,0.56221,1.51672,0.80499,1.42427,0.00308412,0.00308412,0.00308412
65,6477.37,1.18186,0.83065,1.24182,0.90452,0.88265,0.93977,0.61164,1.27509,0.75595,1.31126,0.00294239,0.00294239,0.00294239
66,6577.18,1.14443,0.80265,1.21272,0.90186,0.8674,0.93433,0.59106,1.30978,0.81415,1.31568,0.00280275,0.00280275,0.00280275
67,6678.49,1.15607,0.81629,1.23015,0.88067,0.8801,0.9312,0.63682,1.17117,0.80094,1.28314,0.00266532,0.00266532,0.00266532
68,6779.43,1.13189,0.79593,1.20451,0.89881,0.88368,0.93747,0.63672,1.21043,0.7705,1.2901,0.00253024,0.00253024,0.00253024
69,6879.65,1.13793,0.78989,1.22238,0.8876,0.88776,0.93704,0.60699,1.3516,0.78411,1.33224,0.00239766,0.00239766,0.00239766
70,6981.6,1.13216,0.79762,1.21139,0.86511,0.90306,0.93574,0.57431,1.4764,0.83408,1.38833,0.00226769,0.00226769,0.00226769
71,7083.58,1.12515,0.76785,1.20008,0.88909,0.89976,0.93761,0.61867,1.26027,0.80102,1.28661,0.00214046,0.00214046,0.00214046
72,7185.45,1.13441,0.80242,1.22396,0.91236,0.8699,0.93308,0.59549,1.43499,0.79573,1.3885,0.00201611,0.00201611,0.00201611
73,7286.56,1.12439,0.774,1.19831,0.89115,0.89031,0.92952,0.62945,1.22465,0.7653,1.28921,0.00189475,0.00189475,0.00189475
74,7388.26,1.13565,0.79591,1.21693,0.87836,0.88421,0.93448,0.62416,1.26375,0.76778,1.29226,0.00177651,0.00177651,0.00177651
75,7486.99,1.12383,0.77148,1.21002,0.88935,0.86114,0.92525,0.58165,1.45764,0.77953,1.40241,0.00166149,0.00166149,0.00166149
76,7589.27,1.1055,0.78071,1.20088,0.87572,0.88776,0.93012,0.62765,1.26262,0.75937,1.31332,0.00154982,0.00154982,0.00154982
77,7692.79,1.09693,0.76089,1.19739,0.86503,0.90051,0.93765,0.61692,1.37638,0.74114,1.35562,0.00144161,0.00144161,0.00144161
78,7796.13,1.09553,0.74705,1.18531,0.88752,0.88562,0.93872,0.62046,1.28563,0.73185,1.29937,0.00133695,0.00133695,0.00133695
79,7898.33,1.11231,0.75777,1.20951,0.91175,0.8699,0.94001,0.64074,1.25844,0.69521,1.31002,0.00123596,0.00123596,0.00123596
80,7999.62,1.11682,0.77057,1.20364,0.91668,0.85459,0.94,0.58704,1.41538,0.73494,1.34953,0.00113873,0.00113873,0.00113873
81,8102.58,1.12229,0.78984,1.21811,0.90711,0.87245,0.94142,0.62981,1.24964,0.71891,1.27861,0.00104537,0.00104537,0.00104537
82,8210.41,1.11521,0.77163,1.20598,0.89464,0.8699,0.93856,0.62994,1.32014,0.72894,1.31453,0.000955951,0.000955951,0.000955951
83,8317.66,1.05076,0.73287,1.1621,0.87536,0.9137,0.94471,0.60928,1.32855,0.72439,1.30822,0.000870577,0.000870577,0.000870577
84,8423.63,1.10304,0.75539,1.19259,0.8804,0.90136,0.9445,0.62726,1.27151,0.71654,1.29151,0.000789327,0.000789327,0.000789327
85,8528.92,1.10648,0.74717,1.19317,0.906,0.88514,0.94211,0.64114,1.24993,0.70803,1.30026,0.000712282,0.000712282,0.000712282
86,8634.55,1.07392,0.73767,1.18805,0.89701,0.88873,0.94444,0.65737,1.18852,0.70463,1.25895,0.000639518,0.000639518,0.000639518
87,8741.44,1.08334,0.73698,1.18355,0.88326,0.90306,0.9409,0.63814,1.26833,0.71449,1.29948,0.000571106,0.000571106,0.000571106
88,8849.18,1.06836,0.73054,1.17557,0.89432,0.88513,0.94064,0.63506,1.27701,0.71198,1.29819,0.000507115,0.000507115,0.000507115
89,8956.35,1.07672,0.73688,1.18349,0.88872,0.89031,0.9443,0.65179,1.21876,0.70361,1.27409,0.000447606,0.000447606,0.000447606
90,9065.45,1.08628,0.74823,1.19555,0.8632,0.9175,0.94414,0.65229,1.22331,0.69717,1.28499,0.00039264,0.00039264,0.00039264
91,9168.76,0.89525,0.59861,1.07646,0.88291,0.90413,0.94041,0.64021,1.24153,0.72654,1.29283,0.00034227,0.00034227,0.00034227
92,9271.87,0.88595,0.58969,1.065,0.88862,0.90306,0.93918,0.62781,1.27723,0.74107,1.30029,0.000296546,0.000296546,0.000296546
93,9375.34,0.85873,0.56762,1.05428,0.90292,0.8801,0.94037,0.62831,1.28376,0.723,1.28957,0.000255513,0.000255513,0.000255513
94,9479.09,0.88359,0.60138,1.0777,0.88783,0.88842,0.93842,0.64444,1.21594,0.70141,1.26538,0.000219212,0.000219212,0.000219212
95,9580.16,0.85989,0.55947,1.05075,0.88897,0.89031,0.94142,0.63446,1.26215,0.70618,1.28816,0.000187678,0.000187678,0.000187678
96,9678.86,0.86612,0.56017,1.0477,0.88593,0.89031,0.94237,0.63328,1.27139,0.70656,1.28996,0.000160943,0.000160943,0.000160943
97,9776.43,0.85771,0.55208,1.04659,0.88937,0.89286,0.94349,0.63847,1.23315,0.70178,1.27298,0.000139032,0.000139032,0.000139032
98,9875.67,0.83517,0.59214,1.02841,0.89208,0.89031,0.94543,0.64018,1.2316,0.70118,1.27161,0.000121968,0.000121968,0.000121968
99,9973.9,0.84256,0.55514,1.05015,0.89297,0.89391,0.94542,0.64121,1.21893,0.69529,1.26857,0.000109768,0.000109768,0.000109768
100,10072.3,0.84593,0.55401,1.05167,0.88739,0.89286,0.94424,0.64123,1.21875,0.6946,1.26722,0.000102443,0.000102443,0.000102443
